date,Open,High,Low,Close,Volume,SMA_20,RSI_14,close_BBL_20_2.0,close_BBM_20_2.0,close_BBU_20_2.0,close_BBB_20_2.0,close_BBP_20_2.0,EMA_20,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9
2024-02-26 00:00:00+05:30,1493.55,1494.5,1482.5,1487.3,7513106,1457.1875,66.9008742979,1412.2553747999,1457.1875,1502.1196252001,6.1669655003,0.8350887574,1450.7957092054,34.47171304188282,-3.1807027174389617,37.652415759321784
2024-02-27 00:00:00+05:30,1483.0,1499.95,1478.05,1485.65,10826044,1461.09,66.264804805,1420.7388339698,1461.09,1501.4411660302,5.5234333313,0.8043282564,1454.1151654715,33.235608942800354,-3.5334454532171407,36.769054396017495
2024-02-28 00:00:00+05:30,1483.0,1491.3,1450.2,1455.6,8647950,1462.54,55.8502014863,1425.2851667565,1462.54,1499.7948332435,5.0945387126,0.4068577229,1454.2565782838,29.49124693989711,-5.822245964896311,35.31349290479342
2024-02-29 00:00:00+05:30,1465.0,1479.0,1454.5,1460.8,23628976,1464.2475,57.1065056194,1430.7923438204,1464.2475,1497.7026561796,4.569604002,0.4484758047,1454.8797613044,26.63636221466095,-6.941704552105982,33.57806676676693
2024-03-01 00:00:00+05:30,1463.5,1500.0,1462.5,1492.1,12132926,1465.9675,63.7863200666,1430.5557466545,1465.9675,1501.3792533455,4.831178501,0.8689806001,1458.424545942,26.59294697734299,-5.588095831539157,32.18104280888215
2024-03-02 00:00:00+05:30,1492.0,1500.45,1488.0,1491.1,716300,1468.5725,63.4463661339,1433.8201263401,1468.5725,1503.3248736599,4.7328100805,0.8241145514,1461.5364939476,26.17610658369108,-4.803948980152853,30.980055563843933
2024-03-04 00:00:00+05:30,1490.5,1512.45,1487.2,1507.4,10024420,1472.5525,66.5735608536,1439.1848288946,1472.5525,1505.9201711054,4.5319499448,1.0221745906,1465.9044469049,26.85150392104447,-3.302841314239572,30.15434523528404
2024-03-05 00:00:00+05:30,1505.8,1507.4,1486.05,1500.2,7107668,1475.455,63.9702156648,1443.0865292298,1475.455,1507.8234707702,4.3875917287,0.8822392503,1469.1706900568,26.500302360041587,-2.9232343001939647,29.423536660235552
2024-03-06 00:00:00+05:30,1493.45,1509.0,1478.5,1503.0,7805676,1478.1,64.5507754216,1445.805975785,1478.1,1510.394024215,4.369667034,0.8855202411,1472.392529099,26.146508517545954,-2.621622514151678,28.76813103169763
2024-03-07 00:00:00+05:30,1503.0,1503.1,1475.55,1478.9,8315726,1479.0075,56.1624544584,1447.7100036944,1479.0075,1510.3049963056,4.2322295601,0.4982826102,1473.0122882325,23.648846578068742,-4.095427562903112,27.744274140971854
2024-03-11 00:00:00+05:30,1489.0,1489.0,1463.5,1466.6,11277130,1479.72,52.418497104,1450.2892779565,1479.72,1509.1507220435,3.9778771718,0.2771036677,1472.4015941151,20.4412898268763,-5.842387451276444,26.283677278152744
2024-03-12 00:00:00+05:30,1466.6,1488.0,1465.0,1475.4,9432678,1480.235,54.7430138897,1451.4932168264,1480.235,1508.9767831736,3.883408131,0.4158890043,1472.6871565803,18.397291918370684,-6.3091082878256515,24.706400206196335
2024-03-13 00:00:00+05:30,1479.8,1483.1,1427.8,1432.2,13522134,1477.775,43.5064415418,1442.2350998876,1477.775,1513.3149001124,4.8099203346,-0.1411807554,1468.831236906,13.140059461070223,-9.253072596100889,22.393132057171112
2024-03-14 00:00:00+05:30,1439.7,1448.5,1425.5,1431.5,18571102,1475.82,43.3511653392,1435.0060881561,1475.82,1516.6339118439,5.5310148723,-0.042952121,1465.2758810102,8.81556041946942,-10.862057310161354,19.677617729630775
2024-03-15 00:00:00+05:30,1425.95,1433.2,1412.9,1418.2,19223818,1473.7,40.4007760035,1426.1029307625,1473.7,1521.2970692375,6.4595330444,-0.0830190901,1460.7924637711,4.265989256739658,-12.329302778312893,16.59529203505255
2024-03-18 00:00:00+05:30,1420.0,1441.7,1416.5,1439.5,9169392,1471.975,46.6615959729,1422.1002719306,1471.975,1521.8497280694,6.7765727094,0.1744343152,1458.7646100786,2.352040462501691,-11.39460125804069,13.746641720542382
2024-03-19 00:00:00+05:30,1428.75,1437.6,1417.25,1425.25,8275764,1469.6875,43.3784894102,1415.8078853484,1469.6875,1523.5671146516,7.3321185152,0.0876223291,1455.5727424521,-0.31104808526356464,-11.246151844644759,10.935103759381194
2024-03-20 00:00:00+05:30,1427.95,1445.0,1424.0,1443.75,8488806,1468.49,48.4495563664,1413.4351400874,1468.49,1523.5448599126,7.4981593218,0.2753150218,1454.4467669805,-0.9181852883809825,-9.482631238209741,8.564445949828759
2024-03-21 00:00:00+05:30,1452.5,1457.9,1444.7,1451.0,13006936,1466.9525,50.3270930505,1411.7474596957,1466.9525,1522.1575403043,7.5264932306,0.3555159102,1454.1185034585,-0.8050513559132924,-7.495597844593641,6.690546488680349
2024-03-22 00:00:00+05:30,1450.0,1460.0,1447.35,1455.0,19527608,1465.0225,51.3792590538,1410.9924021378,1465.0225,1519.0525978622,7.3760092916,0.4072507695,1454.2024555101,-0.38815096602093035,-5.6629579637610234,5.274806997740093
2024-03-26 00:00:00+05:30,1445.0,1452.4,1439.0,1441.6,11415906,1462.7375,47.7317097561,1408.8039123667,1462.7375,1516.6710876333,7.3743358099,0.304041406,1453.002221652,-1.1260421025322103,-5.120679280217843,3.994637177685633
2024-03-27 00:00:00+05:30,1448.0,1500.0,1447.0,1492.85,16326644,1463.0975,59.5573927712,1408.4653714034,1463.0975,1517.7296285966,7.4680092881,0.772298561,1456.7972481613,2.3969895381217157,-1.2781181116511342,3.67510764977285
2024-03-28 00:00:00+05:30,1492.9,1505.95,1478.65,1485.85,21854364,1464.61,57.6391893663,1409.222171012,1464.61,1519.997828988,7.5634918494,0.6917388747,1459.5641769079,4.571478834495792,0.7170969477783538,3.8543818867174386
2024-04-01 00:00:00+05:30,1492.5,1494.0,1482.5,1484.8,5013880,1465.81,57.3408578685,1409.7682691202,1465.81,1521.8517308798,7.646520474,0.6694273152,1461.9675886309,6.139281230977076,1.8279194754077093,4.311361755569367
2024-04-02 00:00:00+05:30,1484.0,1494.0,1475.0,1486.95,8910166,1465.5525,57.8222494623,1409.950724174,1465.5525,1521.154275826,7.5878244998,0.6924174155,1464.3468659042,7.469163094533769,2.5262410711715217,4.9429220233622475
2024-04-03 00:00:00+05:30,1482.1,1484.45,1468.9,1471.6,7008292,1464.5775,53.2058794219,1410.1299612586,1464.5775,1519.0250387414,7.4352553882,0.5644886818,1465.03764058,7.201473237268829,1.8068409711252649,5.394632266143564
2024-04-04 00:00:00+05:30,1479.75,1479.75,1450.0,1462.9,14490272,1462.3525,50.7336037267,1411.5731589743,1462.3525,1513.1318410257,6.9448838123,0.5053909719,1464.8340557628,6.215659551522549,0.6568218283031877,5.558837723219361
2024-04-05 00:00:00+05:30,1460.9,1470.8,1456.0,1460.1,7442298,1460.3475,49.9294892899,1412.6296891219,1460.3475,1508.0653108781,6.535130971,0.4974066287,1464.3831933092,5.149102851276439,-0.3277878975543391,5.476890748830778
2024-04-08 00:00:00+05:30,1463.0,1491.0,1461.0,1486.0,8357118,1459.4975,56.7570270016,1414.3105275964,1459.4975,1504.6844724036,6.1921274142,0.7932537697,1466.4419368036,6.320899136254184,0.675206709938724,5.64569242631546
2024-04-09 00:00:00+05:30,1489.0,1489.8,1462.5,1463.65,7071414,1458.735,50.3736831477,1414.3763018676,1458.735,1503.0936981324,6.0818034986,0.555400634,1466.1760380604,5.384034127205496,-0.2093266392879709,5.593360766493467
2024-04-10 00:00:00+05:30,1466.35,1487.0,1466.35,1479.6,9138330,1459.385,54.3219290965,1414.2108691284,1459.385,1504.5591308716,6.1908448931,0.7237453119,1467.4545106261,5.8610312383245855,0.21413637746489478,5.646894860859691
2024-04-12 00:00:00+05:30,1475.9,1486.5,1463.1,1467.15,15551012,1458.9725,50.9167043021,1414.2423706127,1458.9725,1503.7026293873,6.1317302947,0.5914093041,1467.4255096141,5.174792151727615,-0.37768216730566095,5.552474319033276
2024-04-15 00:00:00+05:30,1461.0,1482.1,1446.3,1464.8,12902062,1460.6025,50.2760628187,1417.5490974051,1460.6025,1503.6559025949,5.8952935648,0.5487475989,1467.1754610794,4.390704067907109,-0.9294162009009348,5.320120268808044
2024-04-16 00:00:00+05:30,1453.35,1471.2,1450.9,1465.75,9366184,1462.315,50.5469498919,1421.3543713427,1462.315,1503.2756286573,5.6021621412,0.5419305088,1467.0397028813,3.80213700431068,-1.2143866115978916,5.0165236159085715
2024-04-18 00:00:00+05:30,1463.5,1486.0,1459.35,1464.3,19005692,1464.62,50.0983335067,1429.009855378,1464.62,1500.230144622,4.8627145092,0.4955068983,1466.7787787974,3.182010250731537,-1.467610692141628,4.649620942873165
2024-04-19 00:00:00+05:30,1456.8,1474.0,1443.0,1470.1,15741778,1466.15,51.935910609,1432.4080083575,1466.15,1499.8919916425,4.6028021202,0.5585324074,1467.0950855786,3.122571794215446,-1.221639318926175,4.344211113141621
2024-04-22 00:00:00+05:30,1472.45,1482.8,1467.8,1479.85,10350362,1468.88,54.9398065145,1440.3898894351,1468.88,1497.3701105649,3.8791610703,0.6925229454,1468.309839333,3.818196116953686,-0.42081199695034766,4.239008113904034
2024-04-23 00:00:00+05:30,1479.0,1493.5,1455.55,1459.3,14605554,1469.6575,48.114364134,1443.175047791,1469.6575,1496.139952209,3.6038944052,0.3044459796,1467.4517593965,2.68037248243877,-1.2469085051722115,3.9272809876109815
2024-04-24 00:00:00+05:30,1463.5,1468.55,1449.5,1450.2,10462776,1469.6175,45.4232265073,1443.0202769307,1469.6175,1496.2147230693,3.6196116431,0.134971291,1465.8087346921,1.0324437376486912,-2.3158697999698323,3.3483135376185236
2024-04-25 00:00:00+05:30,1442.5,1468.0,1441.5,1460.0,15943926,1469.8675,48.7478510329,1443.7346227187,1469.8675,1496.0003772813,3.5558140147,0.3112052513,1465.2555218643,0.511332114378547,-2.269585138591981,2.780917252970528
2024-04-26 00:00:00+05:30,1463.95,1465.0,1450.0,1452.55,9413848,1470.415,46.4322214477,1446.2924566018,1470.415,1494.5375433982,3.2810524101,0.129703226,1464.0454721629,-0.4970753638460792,-2.622394093453286,2.1253187296072067
2024-04-29 00:00:00+05:30,1450.0,1467.9,1450.0,1465.0,7247974,1469.0225,50.6510268788,1447.1286772411,1469.0225,1490.9163227589,2.9807334822,0.4081361888,1464.136379576,-0.28831113323735735,-1.9309038902756512,1.6425927570382939
2024-04-30 00:00:00+05:30,1468.0,1483.1,1462.9,1467.0,11474262,1468.08,51.3143605847,1447.5867962485,1468.08,1488.5732037515,2.7918374682,0.4736498009,1464.4091053307,0.038080342404327894,-1.2836099317071727,1.3216902741115006
2024-05-02 00:00:00+05:30,1472.0,1477.3,1464.1,1466.55,14512646,1467.1675,51.1477709948,1448.1623092617,1467.1675,1486.1726907383,2.5907322427,0.4837544382,1464.6130000611,0.25746875958930104,-0.8513772116177598,1.1088459712070609
2024-05-03 00:00:00+05:30,1471.0,1474.95,1416.15,1434.0,17226958,1464.52,40.8238236815,1442.7276297755,1464.52,1486.3123702245,2.9760426931,-0.2002450786,1461.6974762457,-2.1701610418706423,-2.6232056104621626,0.4530445685915202
2024-05-06 00:00:00+05:30,1435.5,1440.0,1418.0,1419.5,7394208,1461.915,37.2197458326,1432.8788483955,1461.915,1490.9511516045,3.9723447129,-0.2303826033,1457.6786689842,-5.2041141792894905,-4.525726998304808,-0.678387180984682
2024-05-07 00:00:00+05:30,1416.0,1420.75,1392.0,1401.5,14517472,1458.845,33.2906554771,1419.6633856892,1458.845,1498.0266143108,5.371593872,-0.2317845501,1452.3283195572,-8.957734282061892,-6.623477680861768,-2.3342566012001242
2024-05-08 00:00:00+05:30,1397.5,1432.95,1397.5,1418.55,9439002,1456.7675,39.7758883748,1413.8448104873,1456.7675,1499.6901895127,5.8928675321,0.05481005,1449.1113367422,-10.436408330877157,-6.481721383741625,-3.954686947135531
2024-05-09 00:00:00+05:30,1413.0,1423.75,1390.0,1394.1,11009612,1452.1725,34.5837095427,1403.4648365886,1452.1725,1500.8801634114,6.7082475961,-0.0961330921,1443.8721618144,-13.426407561933274,-7.577376491838194,-5.84903107009508
2024-05-10 00:00:00+05:30,1396.75,1410.0,1388.1,1407.4,10505096,1449.36,39.2306967008,1397.2508395769,1449.36,1501.4691604231,7.1906442048,0.0973836494,1440.3986225939,-14.555023397524792,-6.96479386194377,-7.590229535581022
2024-05-13 00:00:00+05:30,1399.9,1407.0,1384.0,1402.7,8456620,1445.515,38.1980363622,1391.5820036063,1445.515,1499.4479963937,7.4621150792,0.1030723039,1436.808277585,-15.648326135979687,-6.4464772803189305,-9.201848855660756
2024-05-14 00:00:00+05:30,1401.0,1427.1,1400.0,1420.1,7188300,1443.1625,44.0679081144,1389.1051149819,1443.1625,1497.2198850181,7.4915174165,0.2866850201,1435.2170130531,-14.93853966455822,-4.58935264711797,-10.34918701744025
2024-05-15 00:00:00+05:30,1420.5,1430.0,1413.0,1416.3,5046534,1440.7375,43.105025649,1386.4294814852,1440.7375,1495.0455185148,7.5389192708,0.2750102041,1433.4153927623,-14.515333287637759,-3.3329170161580066,-11.182416271479752
2024-05-16 00:00:00+05:30,1418.55,1427.5,1398.0,1425.35,14711774,1438.7175,46.1242398108,1385.2827802478,1438.7175,1492.1522197522,7.4281045101,0.3749174688,1432.6472601183,-13.296407114407884,-1.6911926743425045,-11.60521444006538
2024-05-17 00:00:00+05:30,1423.05,1437.2,1413.25,1435.7,10916476,1437.2875,49.4294147249,1385.1528869776,1437.2875,1489.4221130224,7.2545837938,0.4847749901,1432.9379972499,-11.364240943194773,0.1927787974964872,-11.55701974069126
2024-05-18 00:00:00+05:30,1437.5,1439.5,1432.7,1434.8,426040,1435.5225,49.1470662293,1385.6079482641,1435.5225,1485.4370517359,6.9541998451,0.4927626316,1433.1153308451,-9.792723390897436,1.4114370798350606,-11.204160470732496
2024-05-21 00:00:00+05:30,1425.6,1441.8,1425.6,1436.1,11176128,1433.335,49.5949441327,1387.7345274147,1433.335,1478.9354725853,6.3628492411,0.5303176683,1433.3995850504,-8.34617575430093,2.286387773145254,-10.632563527446184
2024-05-22 00:00:00+05:30,1436.3,1468.8,1436.3,1460.65,10281604,1433.4025,57.2518569935,1387.6447632225,1433.4025,1479.1602367775,6.3844923917,0.7977365351,1435.9948626646,-5.159323038969887,4.378592390781037,-9.537915429750925
2024-05-23 00:00:00+05:30,1458.55,1492.2,1455.0,1486.05,14608260,1435.195,63.4399068162,1384.4127304564,1435.195,1485.9772695436,7.076706586,1.0007161009,1440.7620186013,-0.5774945806451797,7.168336679284597,-7.745831259929776
2024-05-24 00:00:00+05:30,1483.6,1488.5,1476.1,1480.25,7094776,1436.2075,61.2592506758,1382.7503089496,1436.2075,1489.6646910504,7.4442155539,0.9119417719,1444.5227787345,2.5561601326367054,8.241593114053185,-5.68543298141648
2024-05-27 00:00:00+05:30,1480.2,1484.9,1461.55,1466.25,6629010,1436.8925,56.2345244437,1382.2766664442,1436.8925,1491.5083335558,7.6019373135,0.7687636358,1446.5920379027,3.865363567456825,7.640637239098645,-3.7752736716418194
2024-05-28 00:00:00+05:30,1468.0,1478.5,1452.75,1456.2,7820162,1436.4525,52.8812787006,1382.6132533949,1436.4525,1490.2917466051,7.4961401933,0.683393168,1447.5070819119,4.045333625308103,6.256485837559938,-2.211152212251835
2024-05-29 00:00:00+05:30,1446.5,1458.0,1438.45,1440.8,7383556,1435.1425,48.1438517076,1383.0949229671,1435.1425,1487.1900770329,7.2532974298,0.5543493119,1446.868312206,2.911745110800439,4.098317858441819,-1.1865727476413803
2024-05-30 00:00:00+05:30,1435.5,1440.4,1420.1,1424.85,13206858,1433.0575,43.7702039576,1382.9031155954,1433.0575,1483.2118844046,6.9996332184,0.4181776419,1444.7713300912,0.718059008427872,1.5237054048554017,-0.8056463964275299
2024-05-31 00:00:00+05:30,1431.3,1442.25,1422.25,1430.4,31069832,1432.8775,45.6213816891,1382.7120988255,1432.8775,1483.0429011745,7.0020502345,0.4753066861,1443.4026319873,-0.5660888952365895,0.19164600095275242,-0.7577348961893419
2024-06-03 00:00:00+05:30,1483.0,1514.5,1459.0,1510.3,21527942,1437.4175,63.9974711295,1377.4410189845,1437.4175,1497.3939810155,8.3450328127,1.1075923326,1449.7738098932,4.808052649131696,4.4526300362568305,0.35542261287486565
2024-06-04 00:00:00+05:30,1498.05,1498.05,1359.3,1397.3,36709098,1437.2075,42.251347946,1376.7023657137,1437.2075,1497.7126342863,8.4198188899,0.1702139375,1444.7763041891,-0.05047523091184303,-0.32471827502936695,0.2742430441175239
2024-06-05 00:00:00+05:30,1422.0,1431.15,1384.1,1420.75,17464890,1437.3175,46.3272345265,1376.940581604,1437.3175,1497.694418396,8.4013335114,0.3627993906,1442.4880847425,-1.9857836813057475,-1.8080213803386171,-0.17776230096713036
2024-06-06 00:00:00+05:30,1435.0,1443.7,1421.35,1431.6,17855722,1439.1925,48.1506885065,1382.0584709543,1439.1925,1496.3265290457,7.9397341281,0.4335553599,1441.4511242909,-2.613893906756175,-1.9489052846312358,-0.6649886221249393
2024-06-07 00:00:00+05:30,1428.5,1472.0,1426.5,1469.95,18558696,1442.32,54.0879700427,1385.6435110473,1442.32,1498.9964889527,7.8590727373,0.743751867,1444.1653029298,-0.016955833741803872,0.5184262307065084,-0.5353820644483123
2024-06-10 00:00:00+05:30,1469.95,1493.35,1468.1,1471.4,9251760,1445.755,54.301047845,1390.7985818125,1445.755,1500.7114181875,7.602452447,0.7333212466,1446.7590836032,2.133545002195433,2.1351416533149963,-0.0015966511195632527
2024-06-11 00:00:00+05:30,1469.0,1473.7,1454.7,1456.7,11774902,1447.585,51.6823351279,1393.7413829224,1447.585,1501.4286170776,7.439095746,0.5846432734,1447.7058375457,2.6214468536882123,2.0984348038462204,0.5230120498419919
2024-06-12 00:00:00+05:30,1457.5,1476.0,1455.2,1463.3,10081742,1449.935,52.7833324519,1397.6790233083,1449.935,1502.1909766917,7.2080440422,0.6278801091,1449.1909958747,3.5003278273229625,2.3818526219847764,1.1184752053381861
2024-06-13 00:00:00+05:30,1472.0,1472.25,1460.1,1465.25,9181160,1451.93,53.1232030645,1400.5413592318,1451.93,1503.3186407682,7.0786664327,0.6296006258,1450.720424839,4.304575566468884,2.548880288904558,1.755695277564326
2024-06-14 00:00:00+05:30,1470.0,1479.7,1457.2,1477.55,8157998,1454.0225,55.3084421463,1402.0429609967,1454.0225,1506.0020390033,7.1497571741,0.7263150121,1453.2756224734,5.8668257829908725,3.288904404341237,2.5779213786496356
2024-06-18 00:00:00+05:30,1487.35,1487.4,1471.35,1481.0,7196766,1456.3325,55.9290145497,1403.8712354804,1456.3325,1508.7937645196,7.2045723789,0.7351020341,1455.9160393807,7.2991662570980225,3.776995902758709,3.5221703543393135
2024-06-19 00:00:00+05:30,1487.5,1487.5,1456.0,1458.65,8725874,1457.46,50.9894319226,1405.8237472312,1457.46,1509.0962527688,7.0857866108,0.5115229121,1456.1764165825,6.555282967500034,2.426490090528576,4.128792876971458
2024-06-20 00:00:00+05:30,1459.0,1482.85,1450.1,1473.7,16113776,1458.1125,53.9394575665,1406.0038454885,1458.1125,1510.2211545115,7.147412084,0.6495672854,1457.845329289,7.098334145535773,2.375633014851452,4.722701130684321
2024-06-21 00:00:00+05:30,1473.6,1474.7,1440.6,1454.2,31170360,1456.52,49.7601837593,1406.0014054036,1456.52,1507.0385945964,6.9368899289,0.4770381577,1457.498155071,5.8873533403436795,0.9317217677274865,4.955631572616193
2024-06-24 00:00:00+05:30,1445.5,1449.5,1437.5,1441.5,8878386,1454.5825,47.1954170299,1404.8873264416,1454.5825,1504.2776735584,6.8329123385,0.3683725293,1455.9745212547,3.858381446357498,-0.8778001010069563,4.736181547364454
2024-06-25 00:00:00+05:30,1443.0,1455.9,1441.0,1454.15,7045386,1453.9775,49.9619615309,1404.5714530523,1453.9775,1503.3835469477,6.7959850751,0.5017457377,1455.8007573257,3.233877752250237,-1.2018430360913746,4.435720788341611
2024-06-26 00:00:00+05:30,1446.05,1519.0,1445.1,1514.0,22014882,1456.8675,60.5050130856,1400.9470093459,1456.8675,1512.7879906541,7.676812154,1.0108368984,1461.3435423423,7.482099897867329,2.437103287620573,5.044996610246756
2024-06-27 00:00:00+05:30,1513.75,1537.5,1506.0,1530.55,28383030,1461.355,62.8368445708,1397.47433078,1461.355,1525.23566922,8.7426626959,1.0415957663,1467.9346335478,12.045440896309401,5.600355428850116,6.445085467459285
2024-06-28 00:00:00+05:30,1531.0,1581.0,1531.0,1565.4,28957336,1468.3825,67.2250477083,1392.344704957,1468.3825,1544.420295043,10.3566741013,1.1379557689,1477.2170494004,18.263495058663693,9.454727672963525,8.808767385700168
2024-07-01 00:00:00+05:30,1562.5,1579.4,1555.7,1560.15,7724306,1474.87,65.9614593907,1391.1495341628,1474.87,1558.5904658372,11.3529281682,1.0093139362,1485.1154256479,22.508255498586323,10.959590490308923,11.5486650082774
